<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.01.05	14:00:00	174.467	174.609	174.270	174.588	7796	4666648000	29
2016.01.05	15:00:00	174.582	174.892	174.499	174.889	8822	6015308000	29
2016.01.05	16:00:00	174.887	175.101	174.646	174.680	10583	6040011000	29
2016.01.05	17:00:00	174.680	174.701	174.166	174.506	11949	6879053000	28
2016.01.05	18:00:00	174.504	174.621	174.354	174.375	9978	5493250000	29
2016.01.05	19:00:00	174.380	174.474	174.073	174.446	6232	3481935000	29
2016.01.05	20:00:00	174.445	174.567	174.289	174.506	4680	2877949000	29
2016.01.05	21:00:00	174.501	174.600	174.421	174.458	3939	2402450000	29
2016.01.05	22:00:00	174.459	174.644	174.383	174.600	4689	3506544000	29
2016.01.05	23:00:00	174.596	174.743	174.546	174.673	2393	1978348000	29
2016.01.06	00:00:00	174.659	174.812	174.308	174.802	2818	846599000	29
2016.01.06	01:00:00	174.801	174.914	174.710	174.766	3676	1991800000	33
2016.01.06	02:00:00	174.759	174.819	174.543	174.634	5074	1996904000	29
2016.01.06	03:00:00	174.638	174.726	173.672	173.887	11345	4403100000	29
2016.01.06	04:00:00	173.887	174.070	173.656	173.677	9863	4682369000	29
2016.01.06	05:00:00	173.676	174.017	173.596	173.957	7800	4211016000	29
2016.01.06	06:00:00	173.963	174.247	173.907	174.047	5825	3715527000	29
2016.01.06	07:00:00	174.047	174.117	173.823	174.024	5918	3188565000	29
2016.01.06	08:00:00	174.021	174.068	173.775	173.880	5737	3383131000	29
2016.01.06	09:00:00	173.880	173.976	173.678	173.837	9649	5814806000	29
2016.01.06	10:00:00	173.837	173.870	173.280	173.504	11529	6215326000	29
2016.01.06	11:00:00	173.504	173.677	173.322	173.527	10731	6743330000	29
2016.01.06	12:00:00	173.527	173.700	173.309	173.520	9192	5944648000	29
2016.01.06	13:00:00	173.518	173.621	173.284	173.596	9619	5574280000	29
2016.01.06	14:00:00	173.593	173.607	173.276	173.319	8877	5226092000	29
2016.01.06	15:00:00	173.319	173.823	173.086	173.813	12438	7313551000	29
2016.01.06	16:00:00	173.807	173.808	173.437	173.596	11927	6634491000	29
2016.01.06	17:00:00	173.596	173.745	173.135	173.295	12704	7381781000	29
2016.01.06	18:00:00	173.287	173.527	173.268	173.372	9562	5037280000	29
2016.01.06	19:00:00	173.372	173.436	173.269	173.405	5920	3382982000	29
2016.01.06	20:00:00	173.406	173.528	173.308	173.355	5552	3419687000	29
2016.01.06	21:00:00	173.357	173.547	173.098	173.116	11430	6910708000	29
2016.01.06	22:00:00	173.116	173.381	173.103	173.316	5629	3088538000	29
2016.01.06	23:00:00	173.314	173.382	173.202	173.307	2471	2563786000	28
2016.01.07	00:00:00	173.275	173.353	173.214	173.258	2339	1198250000	34
2016.01.07	01:00:00	173.270	173.538	173.258	173.503	3117	1820600000	29
2016.01.07	02:00:00	173.505	173.648	173.452	173.554	6033	3092821000	29
2016.01.07	03:00:00	173.554	173.755	172.176	172.461	12263	5126305000	29
2016.01.07	04:00:00	172.464	172.847	172.387	172.669	8694	4819399000	29
2016.01.07	05:00:00	172.669	172.958	172.569	172.914	6054	3644550000	29
2016.01.07	06:00:00	172.914	172.954	172.551	172.574	5621	2915654000	29
2016.01.07	07:00:00	172.575	172.804	172.538	172.673	4919	2514696000	29
2016.01.07	08:00:00	172.677	172.677	172.331	172.594	6134	2995868000	29
2016.01.07	09:00:00	172.594	172.763	172.160	172.190	10672	5531845000	29
2016.01.07	10:00:00	172.193	172.339	171.115	171.442	12561	5523283000	29
2016.01.07	11:00:00	171.444	171.601	171.179	171.326	14040	7369272000	29
2016.01.07	12:00:00	171.328	171.484	171.094	171.279	10017	4594706000	29
2016.01.07	13:00:00	171.275	171.423	171.122	171.143	9000	4202944000	29
2016.01.07	14:00:00	171.143	171.386	170.739	171.361	9098	4566595000	29
2016.01.07	15:00:00	171.357	171.600	171.299	171.600	10539	5243409000	29
2016.01.07	16:00:00	171.600	172.455	171.530	172.281	13046	6954889000	29
2016.01.07	17:00:00	172.281	172.446	171.871	171.973	13363	6629907000	29
2016.01.07	18:00:00	171.974	172.093	171.766	172.026	11059	5613290000	29
2016.01.07	19:00:00	172.019	172.114	171.674	172.058	7371	3770456000	29
2016.01.07	20:00:00	172.060	172.167	171.604	171.708	8081	4095719000	29
2016.01.07	21:00:00	171.712	171.882	171.620	171.694	7159	3762929000	29
2016.01.07	22:00:00	171.692	171.960	171.676	171.878	7373	3802447000	29
2016.01.07	23:00:00	171.878	172.010	171.823	171.956	2312	1810238000	28
2016.01.08	00:00:00	171.921	172.036	171.848	172.001	2117	794903000	34
2016.01.08	01:00:00	171.991	172.053	171.727	171.839	3597	2156500000	31
2016.01.08	02:00:00	171.837	172.236	171.749	172.180	7785	3089700000	29
2016.01.08	03:00:00	172.176	173.359	171.683	172.944	15029	6727951000	29
2016.01.08	04:00:00	172.950	173.043	172.731	172.960	6054	2640846000	29
2016.01.08	05:00:00	172.960	173.211	172.960	173.134	5079	2695401000	29
2016.01.08	06:00:00	173.131	173.190	172.900	173.148	4359	1648966000	31
2016.01.08	07:00:00	173.140	173.277	172.786	172.877	6107	3049367000	29
2016.01.08	08:00:00	172.878	173.179	172.834	173.017	5311	3116692000	29
2016.01.08	09:00:00	173.021	173.221	172.834	172.896	7624	4037760000	29
2016.01.08	10:00:00	172.889	173.110	172.668	173.021	11156	6112474000	29
2016.01.08	11:00:00	173.021	173.059	172.881	172.927	8454	4861036000	29
2016.01.08	12:00:00	172.926	172.995	172.733	172.888	7601	4303088000	29
2016.01.08	13:00:00	172.888	172.933	172.534	172.662	7853	4252608000	29
2016.01.08	14:00:00	172.662	172.691	172.471	172.547	6884	3892439000	29
2016.01.08	15:00:00	172.547	172.975	172.234	172.274	14813	8449120000	29
2016.01.08	16:00:00	172.280	172.388	171.933	172.191	16391	9371900000	29
2016.01.08	17:00:00	172.191	172.250	171.048	171.100	16646	9013715000	29
2016.01.08	18:00:00	171.098	171.285	170.463	170.958	14171	7473840000	29
2016.01.08	19:00:00	170.958	171.224	170.871	171.003	8397	4597655000	29
2016.01.08	20:00:00	171.003	171.151	170.871	171.003	6971	3988480000	29
2016.01.08	21:00:00	171.012	171.069	170.739	170.778	5904	2299704000	29
2016.01.08	22:00:00	170.780	170.882	170.547	170.664	5123	1874622000	29
